estado,fecha,hosp_gral,cama_venti,venti_uci
Ciudad de México,19/07/2021,59.42,47.56,44.12
Coahuila de Zaragoza,19/07/2021,14.01,3.28,28.57
Colima,19/07/2021,32.92,42.22,100
Durango,19/07/2021,48.75,18.91,29.41
Guanajuato,19/07/2021,6.85,2.76,8.92
Guerrero,19/07/2021,45.02,31.49,39.65
Hidalgo,19/07/2021,53.04,20.51,6.66
Jalisco,19/07/2021,35.36,26.41,30.5
México,19/07/2021,24.23,17.32,40.65
Michoacán de Ocampo,19/07/2021,20.28,2.89,46.66
Morelos,19/07/2021,36.11,24.8,0
Nayarit,19/07/2021,58.5,32,0
Nuevo León,19/07/2021,45.58,41.17,60.94
Oaxaca,19/07/2021,40.55,38.77,56.52
Puebla,19/07/2021,27.65,11.62,35.38
Querétaro,19/07/2021,22.53,9.79,68.18
Quintana Roo,19/07/2021,49.06,21.31,32.25
San Luis Potosí,19/07/2021,13.31,9.16,18.51
Sinaloa,19/07/2021,59.03,43.49,58.24
Sonora,19/07/2021,40.63,31.81,41.66
Tabasco,19/07/2021,25.26,32.16,36.14
Tamaulipas,19/07/2021,34.43,21.36,32.5
Tlaxcala,19/07/2021,34.72,10.6,0
Veracruz de Ignacio de la Llave,19/07/2021,44.98,31.2,58.97
Yucatán,19/07/2021,20.24,46.66,70
Zacatecas,19/07/2021,18.18,3.84,11.11
Aguascalientes,20/07/2021,23.63,6.25,15
Baja California,20/07/2021,16.95,19.1,18.91
Baja California Sur,20/07/2021,45.69,53.27,0
Campeche,20/07/2021,11.46,11.26,9.37
Chiapas,20/07/2021,10.47,12.54,2.12
Chihuahua,20/07/2021,17.9,8.07,15.62
Ciudad de México,20/07/2021,61.22,49.81,46.57
Coahuila de Zaragoza,20/07/2021,15.41,3.4,14.28
Colima,20/07/2021,41.93,44.44,100
Durango,20/07/2021,58.82,27.94,36.36
Guanajuato,20/07/2021,6.48,3.21,7.14
Guerrero,20/07/2021,51.87,38.55,36.2
Hidalgo,20/07/2021,55.19,22.93,11.76
Jalisco,20/07/2021,37.61,30.67,35.36
México,20/07/2021,35.84,31.22,60
Michoacán de Ocampo,20/07/2021,23.73,18.77,53.33
Morelos,20/07/2021,22.11,5.4,100
Nayarit,20/07/2021,55.55,37.17,0
Nuevo León,20/07/2021,49.71,45.07,59.3
Oaxaca,20/07/2021,42.94,40,52.17
Puebla,20/07/2021,29.17,13.33,37.31
Querétaro,20/07/2021,23.23,9.42,68.18
Quintana Roo,20/07/2021,47.86,20.42,30
San Luis Potosí,20/07/2021,13.29,10,15.38
Sinaloa,20/07/2021,57.12,46.98,59.57
Sonora,20/07/2021,43.31,31.73,40.9
Tabasco,20/07/2021,24.33,33.83,38.82
Tamaulipas,20/07/2021,37.13,22.22,40
Tlaxcala,20/07/2021,34.72,12.12,0
Veracruz de Ignacio de la Llave,20/07/2021,42.62,27.96,55.67
Yucatán,20/07/2021,20.11,48.04,72.41
Zacatecas,20/07/2021,26,3.87,11.11
Aguascalientes,21/07/2021,24.52,7.07,15
Baja California,21/07/2021,18.71,19.1,16.21
Baja California Sur,21/07/2021,45.65,50.23,0
Campeche,21/07/2021,9.83,12.58,13.33
Chiapas,21/07/2021,12.59,13.45,2.12
Chihuahua,21/07/2021,17.01,9.69,17.18
Ciudad de México,21/07/2021,63.21,49.88,48.1
Coahuila de Zaragoza,21/07/2021,16,4.1,28.57
Colima,21/07/2021,57.81,63.63,100
Durango,21/07/2021,70.83,32.75,59.37
Guanajuato,21/07/2021,8.23,3.48,8.92
Guerrero,21/07/2021,57.44,34.44,32.75
Hidalgo,21/07/2021,58.2,24.36,17.64
Jalisco,21/07/2021,38.71,25.75,32
México,21/07/2021,39.64,26.97,34.32
Michoacán de Ocampo,21/07/2021,27.6,18.04,54.54
Morelos,21/07/2021,21.13,7.31,0
Nayarit,21/07/2021,58.24,38.82,0
Nuevo León,21/07/2021,46.31,47.94,66.08
Oaxaca,21/07/2021,41.47,39.81,42.85
Puebla,21/07/2021,29.78,12.86,38.8
Querétaro,21/07/2021,24.91,10.56,68.18
Quintana Roo,21/07/2021,49.32,20.08,28.81
San Luis Potosí,21/07/2021,14.57,8.08,18.51
Sinaloa,21/07/2021,54.57,48.75,58.06
Sonora,21/07/2021,43.58,34.19,38.63
Tabasco,21/07/2021,25.55,31.84,36.36
Tamaulipas,21/07/2021,33.26,19.44,33.33
Tlaxcala,21/07/2021,33.8,9.52,0
Veracruz de Ignacio de la Llave,21/07/2021,47.53,28.93,51.64
Yucatán,21/07/2021,17.84,43.75,76
Zacatecas,21/07/2021,22,4.65,16.66
Aguascalientes,22/07/2021,25,6.18,25
Baja California,22/07/2021,18.33,18.36,16.21
Baja California Sur,22/07/2021,43.34,46.98,0
Campeche,22/07/2021,9.31,11.18,16.66
Chiapas,22/07/2021,18.93,13.7,14.58
Chihuahua,22/07/2021,16.58,11.58,19.67
Ciudad de México,22/07/2021,65.29,54.32,57.74
Coahuila de Zaragoza,22/07/2021,16.36,3.57,42.85
Colima,22/07/2021,63.79,73.68,100
Durango,22/07/2021,68,34.04,65.38
Guanajuato,22/07/2021,8.82,4.49,10.71
Guerrero,22/07/2021,64.73,34.25,43.93
Hidalgo,22/07/2021,56.98,28.81,66.66
Jalisco,22/07/2021,39.71,30.18,33.16
México,22/07/2021,28.25,20.19,60
Michoacán de Ocampo,22/07/2021,25.37,15.15,100
Morelos,22/07/2021,41.5,29.09,37.98
Nayarit,22/07/2021,55.32,39.02,0
Nuevo León,22/07/2021,52.22,46.65,65.04
Oaxaca,22/07/2021,42.71,41.37,50
Puebla,22/07/2021,28.84,12.92,45.94
Querétaro,22/07/2021,29.86,9.58,68.18
Quintana Roo,22/07/2021,49.72,18.22,27.11
San Luis Potosí,22/07/2021,19.5,5.6,32.35
Sinaloa,22/07/2021,54.94,53.12,61.29
Sonora,22/07/2021,45.61,36.8,41.3
Tabasco,22/07/2021,25.22,29.84,31.08
Tamaulipas,22/07/2021,35.3,24.77,45.16
Tlaxcala,22/07/2021,30.43,15,0
Veracruz de Ignacio de la Llave,22/07/2021,50.06,29.16,47.57
Yucatán,22/07/2021,17.8,47.25,80
Zacatecas,22/07/2021,27.45,4.68,16.66
Aguascalientes,23/07/2021,24.77,11.34,30
Baja California,23/07/2021,18.6,18.4,16.21
Baja California Sur,23/07/2021,40.82,47.1,50
Campeche,23/07/2021,10.56,10.34,16.12
Chiapas,23/07/2021,19.94,15.35,18.75
Chihuahua,23/07/2021,16.93,11.72,22.95
Ciudad de México,23/07/2021,64.91,54.36,52.8
Coahuila de Zaragoza,23/07/2021,16.79,5.67,40
Colima,23/07/2021,59.67,59.37,0
Durango,23/07/2021,69.23,33.33,75
Guanajuato,23/07/2021,10.28,4.76,20
Guerrero,23/07/2021,67.56,37.07,43.54
Hidalgo,23/07/2021,55.8,28.34,26.66
Jalisco,23/07/2021,38.87,34.1,38.07
México,23/07/2021,25.75,23.55,60
Michoacán de Ocampo,23/07/2021,26.86,12.12,0
Morelos,23/07/2021,42.44,26.95,48.1
Nayarit,23/07/2021,64.61,66.25,0
Nuevo León,23/07/2021,57.55,47.61,68.55
Oaxaca,23/07/2021,45.91,36.11,52.94
Puebla,23/07/2021,31.56,12.2,45.94
Querétaro,23/07/2021,29.07,11.52,77.77
Quintana Roo,23/07/2021,49.46,19.48,27.86
San Luis Potosí,23/07/2021,17.64,6.97,25.8
Sinaloa,23/07/2021,58.45,57.52,65.93
Sonora,23/07/2021,44.68,34.84,43.75
Tabasco,23/07/2021,24.68,33.67,30.98
Tamaulipas,23/07/2021,34.46,21.07,41.57
Tlaxcala,23/07/2021,30.98,16.94,0
Veracruz de Ignacio de la Llave,23/07/2021,51.63,34.24,56.7
Yucatán,23/07/2021,36.59,56.17,77.27
Zacatecas,23/07/2021,27.18,7.87,16.66
Aguascalientes,24/07/2021,24.56,11.82,47.61
Baja California,24/07/2021,29.51,21.42,16.66
Baja California Sur,24/07/2021,38.12,43.9,50
Campeche,24/07/2021,8.26,11.64,16.66
Chiapas,24/07/2021,21.01,14.01,18.75
Chihuahua,24/07/2021,15.91,15,25
Ciudad de México,24/07/2021,64.37,51.31,51.07
Coahuila de Zaragoza,24/07/2021,19.71,4.62,40
Colima,24/07/2021,67.24,71.87,0
Durango,24/07/2021,71.13,26.53,69.23
Guanajuato,24/07/2021,8.67,5.24,14.28
Guerrero,24/07/2021,70.58,37.98,58.69
Hidalgo,24/07/2021,57.81,36.13,20
Jalisco,24/07/2021,38.68,34.81,43.84
México,24/07/2021,42.36,28.88,44.26
Michoacán de Ocampo,24/07/2021,27.94,24.33,61.11
Morelos,24/07/2021,35.8,16.12,0
Nayarit,24/07/2021,63.76,56.98,0
Nuevo León,24/07/2021,53.52,48.39,65.91
Oaxaca,24/07/2021,44.14,51.54,63.63
Puebla,24/07/2021,33.5,13.01,46.66
Querétaro,24/07/2021,31.67,11.78,68.18
Quintana Roo,24/07/2021,50.54,19.35,27.41
San Luis Potosí,24/07/2021,27.51,7.08,32.35
Sinaloa,24/07/2021,57.95,54.98,63.15
Sonora,24/07/2021,48.9,38.98,53.12
Tabasco,24/07/2021,27.87,31.63,37.28
Tamaulipas,24/07/2021,33.26,23.23,41.33
Tlaxcala,24/07/2021,31.94,22.03,0
Veracruz de Ignacio de la Llave,24/07/2021,50.63,35.69,62.13
Yucatán,24/07/2021,17.54,48.9,77.27
Zacatecas,24/07/2021,32.03,7.93,16.66
Aguascalientes,25/07/2021,23.58,12.74,56.52
Baja California,25/07/2021,22.86,19.14,16.21
Baja California Sur,25/07/2021,39.14,41.6,40
Campeche,25/07/2021,9.14,10.88,21.87
Chiapas,25/07/2021,20.24,14.7,16.36
Chihuahua,25/07/2021,16.23,14.97,21.87
Ciudad de México,25/07/2021,64.5,46.52,36.97
Coahuila de Zaragoza,25/07/2021,22.93,6.66,40
Colima,25/07/2021,78.78,81.25,0
Durango,25/07/2021,72.44,28.57,54.16
Guanajuato,25/07/2021,9.79,4.21,14.28
Guerrero,25/07/2021,70.44,28.48,66.66
Hidalgo,25/07/2021,57.55,33.89,20
Jalisco,25/07/2021,45.49,36.78,51.38
México,25/07/2021,31.81,25.76,43.47
Michoacán de Ocampo,25/07/2021,39.87,13.95,100
Morelos,25/07/2021,45.4,27.95,37.5
Nayarit,25/07/2021,71.96,65.11,0
Nuevo León,25/07/2021,59.11,51.59,67.66
Oaxaca,25/07/2021,46,55.33,63.88
Puebla,25/07/2021,37.06,13.45,47.36
Querétaro,25/07/2021,33.21,12.75,68.18
Quintana Roo,25/07/2021,49.32,20.88,37.2
San Luis Potosí,25/07/2021,26.35,7.08,34.28
Sinaloa,25/07/2021,57.41,48.48,64.04
Sonora,25/07/2021,47.97,41.71,53.84
Tabasco,25/07/2021,26.98,28.35,28.73
Tamaulipas,25/07/2021,35.19,24.76,43.37
Tlaxcala,25/07/2021,38.02,22.03,0
Veracruz de Ignacio de la Llave,25/07/2021,54.36,40.17,60.34
Yucatán,25/07/2021,18.01,50,78.26
Zacatecas,25/07/2021,38.23,7.87,16.66
Aguascalientes,26/07/2021,27.52,13,52.17
Baja California,26/07/2021,18.37,18.57,35.29
Baja California Sur,26/07/2021,41.37,44.26,40
Campeche,26/07/2021,7.95,10.34,13.33
Chiapas,26/07/2021,20.61,15.58,18.75
Chihuahua,26/07/2021,18.09,14.19,24.61
Ciudad de México,26/07/2021,68.85,56.07,56.39
Coahuila de Zaragoza,26/07/2021,23.57,9.79,28.57
Colima,26/07/2021,65.55,86.36,100
Durango,26/07/2021,68.51,35.41,71.87
Guanajuato,26/07/2021,10.94,4.47,16.07
Guerrero,26/07/2021,64.9,37,40
Hidalgo,26/07/2021,57.65,35.39,33.33
Jalisco,26/07/2021,47.44,34.67,45.73
México,26/07/2021,30.48,28.36,62.5
Michoacán de Ocampo,26/07/2021,43.87,9.72,5.26
Morelos,26/07/2021,45.76,29.86,47.2
Nayarit,26/07/2021,75.41,54.71,0
Nuevo León,26/07/2021,61.29,57.66,76.34
Oaxaca,26/07/2021,42.36,60.19,73.52
Puebla,26/07/2021,39.48,16,48.05
Querétaro,26/07/2021,32.4,17.5,68.18
Quintana Roo,26/07/2021,51.9,19,25.39
San Luis Potosí,26/07/2021,29.31,8.69,28.88
Sinaloa,26/07/2021,59.15,55.25,71.59
Sonora,26/07/2021,51.08,42.56,47.5
Tabasco,26/07/2021,24.01,34.37,32.43
Tamaulipas,26/07/2021,35.7,25.22,36.26
Tlaxcala,26/07/2021,40,21.66,0
Veracruz de Ignacio de la Llave,26/07/2021,58.37,37.33,62.96
Yucatán,26/07/2021,17.08,51.95,79.16
Zacatecas,26/07/2021,38.38,10,22.22
Aguascalientes,27/07/2021,27.88,17.59,40
Baja California,27/07/2021,18.11,19.52,16.21
Baja California Sur,27/07/2021,34.04,46.28,0
Campeche,27/07/2021,8.84,10.07,13.33
Chiapas,27/07/2021,19.07,17.4,18.75
Chihuahua,27/07/2021,17.86,17.28,29.23
Ciudad de México,27/07/2021,73.09,66.53,74.82
Coahuila de Zaragoza,27/07/2021,25.44,8.57,28.57
Colima,27/07/2021,68.31,55.76,100
Durango,27/07/2021,66.05,39.02,69.23
Guanajuato,27/07/2021,10.18,5.11,18.96
Guerrero,27/07/2021,65.63,40.88,37.64
Hidalgo,27/07/2021,60.41,34.51,26.66
Jalisco,27/07/2021,49.29,38.3,48.69
México,27/07/2021,34.08,26.63,46.15
Michoacán de Ocampo,27/07/2021,46.87,20.68,5.26
Morelos,27/07/2021,48.92,30.87,40.84
Nayarit,27/07/2021,79.01,57,0
Nuevo León,27/07/2021,59.08,54.38,72.97
Oaxaca,27/07/2021,41.53,56.56,72.22
Puebla,27/07/2021,41.42,19.12,46.25
Querétaro,27/07/2021,35.46,18.18,68.18
Quintana Roo,27/07/2021,51.35,20.58,28.57
San Luis Potosí,27/07/2021,26.14,11.38,67.24
Sinaloa,27/07/2021,61.23,52.11,73.86
Sonora,27/07/2021,49.26,41.23,44.89
Tabasco,27/07/2021,23.49,23.65,37.2
Tamaulipas,27/07/2021,36.36,27.44,40.25
Tlaxcala,27/07/2021,30.43,21.87,0
Veracruz de Ignacio de la Llave,27/07/2021,56.57,33.98,59.4
Yucatán,27/07/2021,17.3,50.58,75
Zacatecas,27/07/2021,43.75,14.28,38.88
Aguascalientes,28/07/2021,26.21,17.43,36
Baja California,28/07/2021,19.16,20.94,16.21
Baja California Sur,28/07/2021,34.69,45.6,40
Campeche,28/07/2021,9.95,10.07,15.62
Chiapas,28/07/2021,17.67,17.45,18.75
Chihuahua,28/07/2021,16.78,16.44,29.82
Ciudad de México,28/07/2021,74.11,71.14,72.9
Coahuila de Zaragoza,28/07/2021,25.52,7.58,18.18
Colima,28/07/2021,75.53,69.81,100
Durango,28/07/2021,72,31.03,88.46
Guanajuato,28/07/2021,13.45,6.42,16.07
Guerrero,28/07/2021,68,44.27,53.57
Hidalgo,28/07/2021,59.67,38.46,26.66
Jalisco,28/07/2021,50.43,45,63.54
México,28/07/2021,35.43,26.92,61.53
Michoacán de Ocampo,28/07/2021,49.1,18.33,5.26
Morelos,28/07/2021,50.7,31.55,46.57
Nayarit,28/07/2021,82.88,62.22,0
Nuevo León,28/07/2021,61,58.07,72.06
Oaxaca,28/07/2021,42.52,56.43,76.19
Puebla,28/07/2021,44.07,20.43,43.83
Querétaro,28/07/2021,37.41,20.73,68.18
Quintana Roo,28/07/2021,52.51,21.18,30.15
San Luis Potosí,28/07/2021,32.99,14.75,36.66
Sinaloa,28/07/2021,60.55,52.3,72.52
Sonora,28/07/2021,56.16,46.11,44.73
Tabasco,28/07/2021,26.02,37.22,31.5
Tamaulipas,28/07/2021,34.87,28.37,43.82
Tlaxcala,28/07/2021,33.8,22.58,0
Veracruz de Ignacio de la Llave,28/07/2021,58.5,33.23,48.35
Yucatán,28/07/2021,17.86,50.58,75
Zacatecas,28/07/2021,34,12.4,44.44
Aguascalientes,29/07/2021,23.76,15.59,40
Baja California,29/07/2021,22.59,18.47,8.1
Baja California Sur,29/07/2021,39.58,45.71,40
Campeche,29/07/2021,8.93,10.71,10
Chiapas,29/07/2021,16.13,19.85,18.75
Chihuahua,29/07/2021,16.07,16.44,30.35
Ciudad de México,29/07/2021,75.45,67.52,77.32
Coahuila de Zaragoza,29/07/2021,24.65,9.72,45.45
Colima,29/07/2021,85,82.97,100
Durango,29/07/2021,65.89,46.15,97.05
Guanajuato,29/07/2021,12.99,7.5,30.9
Guerrero,29/07/2021,71.2,42.51,36.36
Hidalgo,29/07/2021,59.67,39.39,26.66
Jalisco,29/07/2021,53.22,42.04,54.58
México,29/07/2021,35.48,25.23,58.82
Michoacán de Ocampo,29/07/2021,50.29,17.54,5.26
Morelos,29/07/2021,53.37,31.45,55.28
Nayarit,29/07/2021,83.46,65.34,0
Nuevo León,29/07/2021,60.75,58.09,70.93
Oaxaca,29/07/2021,51.83,61.95,83.78
Puebla,29/07/2021,47.6,23.07,45.33
Querétaro,29/07/2021,38.67,21.33,68.18
Quintana Roo,29/07/2021,52.53,20.32,29.03
San Luis Potosí,29/07/2021,30.87,17.74,35.55
Sinaloa,29/07/2021,58.48,53.71,75.28
Sonora,29/07/2021,51.09,45.26,53.65
Tabasco,29/07/2021,30.64,34.93,39.62
Tamaulipas,29/07/2021,36.25,24.88,37.66
Tlaxcala,29/07/2021,34.72,30,0
Veracruz de Ignacio de la Llave,29/07/2021,63.26,31.38,45.88
Yucatán,29/07/2021,15.33,51.2,75
Zacatecas,29/07/2021,35,13.84,50
Aguascalientes,30/07/2021,24.32,13.17,23.07
Baja California,30/07/2021,21.02,19.12,10.81
Baja California Sur,30/07/2021,41.1,43.75,25
Campeche,30/07/2021,10.23,12.31,15.62
Chiapas,30/07/2021,15.28,20.65,13.33
Chihuahua,30/07/2021,17.78,16.98,29.23
Ciudad de México,30/07/2021,73.24,61.66,66.06
Coahuila de Zaragoza,30/07/2021,26.16,11.64,45.45
Colima,30/07/2021,86.66,90.47,100
Durango,30/07/2021,67.71,53.96,100
Guanajuato,30/07/2021,12.15,7.3,40
Guerrero,30/07/2021,72.29,44.09,38.88
Hidalgo,30/07/2021,62.77,40.6,26.66
Jalisco,30/07/2021,53.34,39.7,49.81
México,30/07/2021,39.73,25.24,61.11
Michoacán de Ocampo,30/07/2021,46.55,20.75,5.26
Morelos,30/07/2021,51.12,31.16,37.14
Nayarit,30/07/2021,75.09,69.44,0
Nuevo León,30/07/2021,62.24,60.31,72.13
Oaxaca,30/07/2021,53.3,64.13,86.48
Puebla,30/07/2021,55.27,17.67,43.42
Querétaro,30/07/2021,38.18,25.1,100
Quintana Roo,30/07/2021,51.12,20,30.64
San Luis Potosí,30/07/2021,28.8,29.6,43.24
Sinaloa,30/07/2021,58.86,56.69,81.39
Sonora,30/07/2021,47.26,43.39,40.81
Tabasco,30/07/2021,28.82,36.31,36.61
Tamaulipas,30/07/2021,37.31,22.76,36.17
Tlaxcala,30/07/2021,34.66,34.48,0
Veracruz de Ignacio de la Llave,30/07/2021,61.69,36.15,48.86
Yucatán,30/07/2021,17.5,52.22,69.56
Zacatecas,30/07/2021,34.65,15.5,61.11
Aguascalientes,31/07/2021,28.57,11.2,25.64
Baja California,31/07/2021,26.47,20.64,25
Baja California Sur,31/07/2021,37.95,45.01,25
Campeche,31/07/2021,8.99,10,10
Chiapas,31/07/2021,13.85,21.07,13.04
Chihuahua,31/07/2021,13.08,17.61,26.41
Ciudad de México,31/07/2021,75.62,66.92,81.36
Coahuila de Zaragoza,31/07/2021,29.1,11.96,50
Colima,31/07/2021,84.9,93.02,100
Durango,31/07/2021,71.92,54.23,100
Guanajuato,31/07/2021,14.76,7.53,36.84
Guerrero,31/07/2021,73.24,48.37,49.29
Hidalgo,31/07/2021,59.5,39,20
Jalisco,31/07/2021,53.2,41.2,52.05
México,31/07/2021,39.54,28.29,61.53
Michoacán de Ocampo,31/07/2021,48.29,22,5.26
Morelos,31/07/2021,49.49,37.32,37.62
Nayarit,31/07/2021,72.82,65.42,0
Nuevo León,31/07/2021,65.01,58.36,78.21
Oaxaca,31/07/2021,57.21,66.29,97.05
Puebla,31/07/2021,60.07,20.64,50.7
Querétaro,31/07/2021,40.31,22.59,68.18
Quintana Roo,31/07/2021,50.56,20.24,41.86
San Luis Potosí,31/07/2021,26.86,26.82,51.21
Sinaloa,31/07/2021,59.5,55.67,83.9
Sonora,31/07/2021,50.12,42.22,50
Tabasco,31/07/2021,32.57,30.72,43.07
Tamaulipas,31/07/2021,37.84,22.79,41.97
Tlaxcala,31/07/2021,36.11,36.66,0
Veracruz de Ignacio de la Llave,31/07/2021,57.66,34.61,55.96
Yucatán,31/07/2021,16.29,49.42,69.56
Zacatecas,31/07/2021,43.51,16.1,66.66
Aguascalientes,01/08/2021,32.45,15.57,32.43
Baja California,01/08/2021,25.13,19.54,23.52
Baja California Sur,01/08/2021,36.99,43.77,25
Campeche,01/08/2021,11.31,9.92,12.9
Chiapas,01/08/2021,13.65,18.31,6.97
Chihuahua,01/08/2021,17.24,19.23,31.57
Ciudad de México,01/08/2021,75.81,55.97,48.55
Coahuila de Zaragoza,01/08/2021,33.49,12.06,44.44
Colima,01/08/2021,95.09,95.23,100
Durango,01/08/2021,72.26,59.32,100
Guanajuato,01/08/2021,15.5,7.26,39.28
Guerrero,01/08/2021,71.06,44.84,46.96
Hidalgo,01/08/2021,59.17,43.26,33.33
Jalisco,01/08/2021,55.93,44.19,54.64
México,01/08/2021,43.47,26.41,65
Michoacán de Ocampo,01/08/2021,56.14,38.7,100
Morelos,01/08/2021,53.36,39.94,50
Nayarit,01/08/2021,74.03,68.57,50
Nuevo León,01/08/2021,68.87,61.49,76.89
Oaxaca,01/08/2021,61,64.58,91.89
Puebla,01/08/2021,61.14,23.11,51.89
Querétaro,01/08/2021,41.38,24.06,65
Quintana Roo,01/08/2021,48.16,23.07,45.45
San Luis Potosí,01/08/2021,36.51,34.32,55.81
Sinaloa,01/08/2021,57.56,60.07,83.69
Sonora,01/08/2021,57.42,44.18,56.25
Tabasco,01/08/2021,28.3,38.02,34.66
Tamaulipas,01/08/2021,38.23,24.87,44.31
Tlaxcala,01/08/2021,40.27,32.78,0
Veracruz de Ignacio de la Llave,01/08/2021,62.06,35.08,57.65
Yucatán,01/08/2021,16.94,47.09,66.66
Zacatecas,01/08/2021,45.45,18.25,72.22
Aguascalientes,02/08/2021,44.14,19.51,41.02
Baja California,02/08/2021,19.77,18.21,5.55
Baja California Sur,02/08/2021,35.31,45.49,25
Campeche,02/08/2021,11.35,7.14,6.25
Chiapas,02/08/2021,22.52,16.72,18.36
Chihuahua,02/08/2021,19.21,18.63,27.69
Ciudad de México,02/08/2021,76.05,68.9,76.81
Coahuila de Zaragoza,02/08/2021,31.38,13.72,21.73
Colima,02/08/2021,95.68,97.29,100
Durango,02/08/2021,80.8,72.85,100
Guanajuato,02/08/2021,15.19,7.45,42.3
Guerrero,02/08/2021,70.64,46.51,40.96
Hidalgo,02/08/2021,61.44,45.16,50
Jalisco,02/08/2021,56.27,46.37,53.84
México,02/08/2021,42.24,27.4,63.15
Michoacán de Ocampo,02/08/2021,46.51,17.91,4.34
Morelos,02/08/2021,56.02,40.05,48.97
Nayarit,02/08/2021,72.72,70.17,100
Nuevo León,02/08/2021,65.32,65.2,75.71
Oaxaca,02/08/2021,58.24,63.3,88.37
Puebla,02/08/2021,61.02,23.17,50
Querétaro,02/08/2021,42.1,24.19,65
Quintana Roo,02/08/2021,49.44,20.46,30.15
San Luis Potosí,02/08/2021,37.21,29.5,45.28
Sinaloa,02/08/2021,57.7,57.81,78.12
Sonora,02/08/2021,52.81,39.59,41.3
Tabasco,02/08/2021,29.46,38.37,31.5
Tamaulipas,02/08/2021,39.12,27.02,44.44
Tlaxcala,02/08/2021,43.05,35.59,0
Veracruz de Ignacio de la Llave,02/08/2021,62.27,38.52,51.64
Yucatán,02/08/2021,17.07,44.5,62.5
Zacatecas,02/08/2021,47.52,21.42,94.44
Aguascalientes,03/08/2021,43.75,18.54,35.89
Baja California,03/08/2021,21.22,16.98,8.1
Baja California Sur,03/08/2021,31.19,42.92,0
Campeche,03/08/2021,14.8,6.81,6.25
Chiapas,03/08/2021,23.71,17.89,32.2
Chihuahua,03/08/2021,18.85,16.98,29.23
Ciudad de México,03/08/2021,75.96,67.7,74.24
Coahuila de Zaragoza,03/08/2021,34.85,10,45.45
Colima,03/08/2021,90.82,73.21,100
Durango,03/08/2021,78.23,51.31,100
Guanajuato,03/08/2021,16.11,7.54,46.42
Guerrero,03/08/2021,76.5,50.98,45
Hidalgo,03/08/2021,64.88,44.77,52.94
Jalisco,03/08/2021,56.26,44.59,56.17
México,03/08/2021,45.96,25,68.42
Michoacán de Ocampo,03/08/2021,48.09,15.62,25
Morelos,03/08/2021,56.2,38.87,50.68
Nayarit,03/08/2021,70.9,72.22,100
Nuevo León,03/08/2021,64.57,66.6,78.1
Oaxaca,03/08/2021,53.92,59.48,91.11
Puebla,03/08/2021,63.19,23.7,50.61
Querétaro,03/08/2021,42.94,25.51,90
Quintana Roo,03/08/2021,51.21,20.62,32.81
San Luis Potosí,03/08/2021,40.92,26.77,50
Sinaloa,03/08/2021,59.72,54.45,82.41
Sonora,03/08/2021,52,42.28,47.91
Tabasco,03/08/2021,31.66,37.5,34.21
Tamaulipas,03/08/2021,35.45,26.94,42.57
Tlaxcala,03/08/2021,38.02,33.33,0
Veracruz de Ignacio de la Llave,03/08/2021,62.77,41.69,41.83
Yucatán,03/08/2021,16.81,43.01,56
Zacatecas,03/08/2021,50.49,24.59,88.88
